USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
FL	12105013102	3470817	4997721	1.34	1.93	28.0868744	-81.8057556                                                                                                                                         
FL	12105013103	6907434	179938	2.667	0.069	28.0454973	-81.8059081                                                                                                                                        
FL	12105013200	2233198	2750	0.862	0.001	28.0600531	-81.7832616                                                                                                                                          
FL	12105013300	5008178	228754	1.934	0.088	28.0427358	-81.7782172                                                                                                                                        
FL	12105013400	3300154	8297	1.274	0.003	28.0437358	-81.7635465                                                                                                                                          
FL	12105013500	6029642	5110102	2.328	1.973	28.0519101	-81.7377266                                                                                                                                       
FL	12105013601	2500519	1063989	0.965	0.411	28.0562711	-81.7292383                                                                                                                                       
FL	12105013602	3136130	308098	1.211	0.119	28.0464886	-81.7172845                                                                                                                                        
FL	12105013701	1522853	209485	0.588	0.081	28.0249708	-81.731616                                                                                                                                         
FL	12105013702	5510223	1348766	2.128	0.521	28.0331663	-81.7069209                                                                                                                                       
FL	12105013801	2819829	3128171	1.089	1.208	28.0173387	-81.75029                                                                                                                                         
FL	12105013802	5813161	1572733	2.244	0.607	28.0076245	-81.755397                                                                                                                                        
FL	12105013901	2190143	0	0.846	0.	28.0112044	-81.7254349                                                                                                                                                
FL	12105013902	6007564	1574357	2.32	0.608	28.0114732	-81.6965235                                                                                                                                        
FL	12105014001	6400119	693097	2.471	0.268	28.0040522	-81.6740027                                                                                                                                        
FL	12105014003	2702031	804231	1.043	0.311	27.9876768	-81.674937                                                                                                                                         
FL	12105014005	5435485	5355402	2.099	2.068	27.9790385	-81.714032                                                                                                                                        
FL	12105014006	3424807	2432810	1.322	0.939	27.9827882	-81.6817454                                                                                                                                       
FL	12105014104	55700526	1032314	21.506	0.399	27.9955457	-81.4744062                                                                                                                                     
FL	12105014121	27047842	2571181	10.443	0.993	28.0515158	-81.6003648                                                                                                                                     
FL	12105014123	16667262	1046967	6.435	0.404	28.0073468	-81.6499983                                                                                                                                      
FL	12105014124	9637293	10077244	3.721	3.891	28.0544359	-81.6355025                                                                                                                                      
FL	12105014126	27961212	11027719	10.796	4.258	28.058034	-81.5139084                                                                                                                                     
FL	12105014127	12483447	59111	4.82	0.023	28.082933	-81.5027699                                                                                                                                          
FL	12105014128	37680280	4102110	14.548	1.584	28.083155	-81.5657                                                                                                                                         
FL	12105014129	26613477	14322991	10.276	5.53	28.001247	-81.535764                                                                                                                                       
FL	12105014130	22304127	2539414	8.612	0.98	27.9921491	-81.5978004                                                                                                                                       
FL	12105014131	5500085	631065	2.124	0.244	28.0207338	-81.6208923                                                                                                                                        
FL	12105014201	33425477	1281790	12.906	0.495	27.9646254	-81.5741913                                                                                                                                     
FL	12105014202	21020383	1838995	8.116	0.71	27.909708	-81.5050925                                                                                                                                        
FL	12105014203	250234471	33036968	96.616	12.756	27.9079185	-81.3832608                                                                                                                                  
FL	12105014301	3267974	92396	1.262	0.036	27.9122926	-81.5959123                                                                                                                                         
FL	12105014303	19752544	824946	7.627	0.319	27.9273567	-81.5656211                                                                                                                                       
FL	12105014304	3327736	1249370	1.285	0.482	27.8972395	-81.5734988                                                                                                                                       
FL	12105014401	24477322	4975115	9.451	1.921	27.9370573	-81.6452128                                                                                                                                      
FL	12105014402	48311121	3268751	18.653	1.262	27.8852225	-81.6282063                                                                                                                                     
FL	12105014501	55894789	1331439	21.581	0.514	27.9355313	-81.7395405                                                                                                                                     
FL	12105014502	3692926	1481	1.426	0.001	27.9539257	-81.7252986                                                                                                                                          
FL	12105014600	12854257	2962885	4.963	1.144	27.9753052	-81.7361794                                                                                                                                      
FL	12105014701	9306466	4308538	3.593	1.664	27.9940181	-81.7775047                                                                                                                                       
FL	12105014703	14905809	371212	5.755	0.143	28.017375	-81.8046941                                                                                                                                        
FL	12105014704	30308185	20857407	11.702	8.053	27.961237	-81.8149638                                                                                                                                     
FL	12105014802	95032732	18728561	36.692	7.231	27.8712185	-81.94896                                                                                                                                      
FL	12105014803	18135741	550520	7.002	0.213	27.9244288	-81.8640097                                                                                                                                       
FL	12105014804	48193575	6703264	18.608	2.588	27.9151223	-81.9377104                                                                                                                                     
FL	12105014903	6624563	136870	2.558	0.053	27.9112761	-82.0342734                                                                                                                                        
FL	12105014904	6879227	81439	2.656	0.031	27.9327499	-82.0364462                                                                                                                                         
FL	12105014905	3698556	178794	1.428	0.069	27.9198995	-82.0070642                                                                                                                                        
FL	12105014906	7415693	640641	2.863	0.247	27.9254316	-81.9902251                                                                                                                                        
FL	12105015000	7713065	56742	2.978	0.022	27.9068493	-81.8374912                                                                                                                                         
FL	12105015101	3416834	247244	1.319	0.095	27.8850205	-81.8522584                                                                                                                                        
FL	12105015102	4334575	377430	1.674	0.146	27.8707916	-81.8376934                                                                                                                                        
FL	12105015200	9977288	341330	3.852	0.132	27.8827922	-81.8193579                                                                                                                                        
FL	12105015301	97632778	11139796	37.696	4.301	27.8682531	-81.7735451                                                                                                                                    
FL	12105015302	117131130	12796365	45.225	4.941	27.8064748	-81.6860508                                                                                                                                   
FL	12105015401	20314004	1993488	7.843	0.77	27.8578388	-81.5678343                                                                                                                                       
FL	12105015402	125763071	6529435	48.557	2.521	27.8158905	-81.5086468                                                                                                                                    
FL	12105015404	19968788	22404986	7.71	8.651	27.8018259	-81.5653942                                                                                                                                      
FL	12105015405	31465395	360196	12.149	0.139	27.8028653	-81.6057106                                                                                                                                      
FL	12105015500	10829371	503124	4.181	0.194	27.884759	-81.5787591                                                                                                                                        
FL	12105015600	86696817	31673729	33.474	12.229	27.8164916	-81.3833577                                                                                                                                   
FL	12105015701	9112972	5478369	3.519	2.115	27.754315	-81.5512239                                                                                                                                        
FL	12105015702	520451731	42769139	200.948	16.513	27.7153514	-81.322789                                                                                                                                  
FL	12105015801	19501778	498959	7.53	0.193	27.7157188	-81.553603                                                                                                                                         
FL	12105015802	143148410	1882487	55.27	0.727	27.697419	-81.6272222                                                                                                                                      
FL	12105015900	156948435	14943653	60.598	5.77	27.7921013	-81.7961544                                                                                                                                    
FL	12105016001	6943765	217068	2.681	0.084	27.7703102	-81.7915855                                                                                                                                        
FL	12105016002	1991567	10197	0.769	0.004	27.7466736	-81.7961748                                                                                                                                         
FL	12105016003	203167634	25383186	78.443	9.801	27.6793689	-81.7712737                                                                                                                                   
FL	12105016100	277439569	80407214	107.12	31.045	27.7459063	-81.978291                                                                                                                                   
FL	12105016400	1799807	163940	0.695	0.063	28.0481964	-81.9546993                                                                                                                                        
FL	12105980000	41286115	1732102	15.941	0.669	28.0557103	-81.3958056                                                                                                                                     
FL	12107950100	269240776	31499908	103.954	12.162	29.7706616	-81.6577685                                                                                                                                 
FL	12107950201	83069978	4539633	32.073	1.753	29.6798321	-81.8621859                                                                                                                                     
FL	12107950202	243265438	3914546	93.925	1.511	29.7354111	-81.7843587                                                                                                                                    
FL	12107950300	182858494	20030218	70.602	7.734	29.6717706	-81.961661                                                                                                                                    
FL	12107950400	100985448	11418625	38.991	4.409	29.5601747	-82.0023971                                                                                                                                   
FL	12107950500	347672104	24132568	134.237	9.318	29.5659604	-81.8312512                                                                                                                                  
FL	12107950600	40707080	1466691	15.717	0.566	29.6455851	-81.6924491                                                                                                                                     
FL	12107950700	10473364	3834680	4.044	1.481	29.6724051	-81.6517473                                                                                                                                      
FL	12107950800	5063917	3811	1.955	0.001	29.6517374	-81.6386602                                                                                                                                          
FL	12107950900	33836440	6093710	13.064	2.353	29.6142066	-81.625165                                                                                                                                      
FL	12107951000	77295423	26017878	29.844	10.046	29.6832015	-81.5724729                                                                                                                                   
FL	12107951100	77225052	10391459	29.817	4.012	29.5899016	-81.5601528                                                                                                                                    
FL	12107951200	98434236	19438234	38.006	7.505	29.5522554	-81.6170618                                                                                                                                    
FL	12107951300	168673314	32986232	65.125	12.736	29.4273002	-81.7003478                                                                                                                                  
FL	12107951401	43747313	27026179	16.891	10.435	29.4265208	-81.5097052                                                                                                                                   
FL	12107951402	94072173	32452842	36.321	12.53	29.4144208	-81.5938913                                                                                                                                    
FL	12107980000	9832395	15186	3.796	0.006	29.4946084	-81.7669782                                                                                                                                         
FL	12109020200	5385570	2055628	2.079	0.794	29.9074673	-81.3143265                                                                                                                                       
FL	12109020300	3710652	681644	1.433	0.263	29.8933115	-81.3289415                                                                                                                                        
FL	12109020400	2465910	1069265	0.952	0.413	29.8841731	-81.315088                                                                                                                                        
FL	12109020500	4491411	2951776	1.734	1.14	29.8881426	-81.2999059                                                                                                                                        
FL	12109020603	3643968	4118822	1.407	1.59	29.9303457	-81.301077                                                                                                                                         
FL	12109020604	44844954	27928541	17.315	10.783	30.0538663	-81.3478333                                                                                                                                   
FL	12109020605	58369697	2288678	22.537	0.884	30.0851075	-81.4099088                                                                                                                                     
FL	12109020606	41074283	5144709	15.859	1.986	29.9928615	-81.3506708                                                                                                                                     
FL	12109020704	4683492	574020	1.808	0.222	30.1609995	-81.3783534                                                                                                                                        
FL	12109020705	10003126	999675	3.862	0.386	30.1947271	-81.395672                                                                                                                                        
FL	12109020706	5091491	205520	1.966	0.079	30.169289	-81.3916997                                                                                                                                         
FL	12109020707	4025856	330206	1.554	0.127	30.236574	-81.3980705                                                                                                                                         
FL	12109020708	49612394	2759938	19.155	1.066	30.1766852	-81.4186648                                                                                                                                     
FL	12109020710	3405413	1979760	1.315	0.764	30.2333177	-81.3773766                                                                                                                                       
FL	12109020712	1403174	94782	0.542	0.037	30.2104613	-81.374794                                                                                                                                          
FL	12109020713	6431432	3450152	2.483	1.332	30.1762141	-81.369621                                                                                                                                        
FL	12109020801	10959942	1090605	4.232	0.421	30.1171139	-81.5836617                                                                                                                                      
FL	12109020802	4686155	257234	1.809	0.099	30.1149811	-81.6043046                                                                                                                                        
FL	12109020803	7898716	3851950	3.05	1.487	30.1148079	-81.6319421                                                                                                                                        
FL	12109020804	10365780	300508	4.002	0.116	30.0731353	-81.6332938                                                                                                                                       
FL	12109020807	33173321	2424378	12.808	0.936	30.0403328	-81.6444743                                                                                                                                     
FL	12109020808	14929520	92350	5.764	0.036	30.0961646	-81.5692302                                                                                                                                        
FL	12109020809	8861513	405897	3.421	0.157	30.0877269	-81.6013126                                                                                                                                        
FL	12109020810	26159904	205641	10.1	0.079	30.0633886	-81.5724479                                                                                                                                        
FL	12109020811	15215956	210505	5.875	0.081	30.0769911	-81.5092297                                                                                                                                       
FL	12109020903	6662715	328392	2.572	0.127	29.9246967	-81.3425818                                                                                                                                        
FL	12109020904	147424829	2565371	56.921	0.99	30.0275474	-81.4369618                                                                                                                                     
FL	12109020905	27259701	369029	10.525	0.142	29.9414098	-81.5073621                                                                                                                                      
FL	12109020906	40568844	226934	15.664	0.088	29.9409085	-81.4536569                                                                                                                                      
FL	12109020907	30118750	255497	11.629	0.099	30.0329567	-81.5544696                                                                                                                                      
FL	12109020908	70661042	2723695	27.282	1.052	29.9996002	-81.518852                                                                                                                                      
FL	12109021002	5518052	105151	2.131	0.041	29.9086144	-81.3451735                                                                                                                                        
FL	12109021003	27205033	804585	10.504	0.311	29.8990347	-81.3799682                                                                                                                                      
FL	12109021004	136630334	5946490	52.753	2.296	29.8940304	-81.5117636                                                                                                                                    
FL	12109021101	240443222	1183882	92.836	0.457	29.6775581	-81.4213316                                                                                                                                    
FL	12109021102	220448535	5350179	85.116	2.066	29.7948791	-81.4675919                                                                                                                                    
FL	12109021103	14061955	612302	5.429	0.236	29.8568772	-81.3685158                                                                                                                                       
FL	12109021207	31422086	302970	12.132	0.117	29.7838137	-81.3427603                                                                                                                                      
FL	12109021208	12289507	194941	4.745	0.075	29.7816471	-81.3109423                                                                                                                                       
FL	12109021209	92280306	15359060	35.63	5.93	29.7114173	-81.2800085                                                                                                                                      
FL	12109021210	4307384	137767	1.663	0.053	29.8057971	-81.3121987                                                                                                                                        
FL	12109021211	14617952	5848633	5.644	2.258	29.7872584	-81.2870333                                                                                                                                      
FL	12109021301	15624723	301070	6.033	0.116	29.840293	-81.3464859                                                                                                                                        
FL	12109021302	6525352	2269116	2.519	0.876	29.8490923	-81.3143495                                                                                                                                       
FL	12109021403	2498622	2453138	0.965	0.947	29.8073515	-81.2626018                                                                                                                                       
FL	12109021404	4072101	2250609	1.572	0.869	29.7956495	-81.2691834                                                                                                                                       
FL	12109021408	19205102	7994566	7.415	3.087	29.860193	-81.2838249                                                                                                                                       
FL	12109021409	2427089	685445	0.937	0.265	29.8536683	-81.2699944                                                                                                                                        
FL	12109021410	2494785	914890	0.963	0.353	29.830992	-81.2665603                                                                                                                                         
FL	12109990100	0	92811052	0.	35.835	30.0799293	-81.66992                                                                                                                                                
FL	12109990200	0	354636277	0.	136.926	29.9601333	-81.2675457                                                                                                                                            
FL	12111380100	2224006	1412338	0.859	0.545	27.4535618	-80.3236461                                                                                                                                       
FL	12111380200	1920436	0	0.741	0.	27.4556065	-80.3367253                                                                                                                                                
FL	12111380300	3293073	0	1.271	0.	27.4564986	-80.3498678                                                                                                                                                
FL	12111380400	4553348	0	1.758	0.	27.4359041	-80.3485967                                                                                                                                                
FL	12111380500	5636798	3050565	2.176	1.178	27.4314654	-80.3224198                                                                                                                                       
FL	12111380600	2041769	0	0.788	0.	27.4173211	-80.3325263                                                                                                                                                
FL	12111380700	13942827	0	5.383	0.	27.4255514	-80.3654763                                                                                                                                               
FL	12111380800	30375309	114865	11.728	0.044	27.4530032	-80.4034731                                                                                                                                      
FL	12111380901	3562638	1461204	1.376	0.564	27.4738132	-80.33713                                                                                                                                         
FL	12111380902	11361840	110690	4.387	0.043	27.4671297	-80.3674548                                                                                                                                       
FL	12111381000	17743371	3130183	6.851	1.209	27.5074995	-80.3779971                                                                                                                                      
FL	12111381103	3111891	38588	1.202	0.015	27.5396723	-80.3962344                                                                                                                                         
FL	12111381104	1939670	20914	0.749	0.008	27.5416895	-80.4005268                                                                                                                                         
FL	12111381105	4510936	141083	1.742	0.054	27.5394153	-80.4105738                                                                                                                                        
FL	12111381106	4945771	228016	1.91	0.088	27.5300012	-80.3768734                                                                                                                                         
FL	12111381107	10244166	2854784	3.955	1.102	27.5399987	-80.3637314                                                                                                                                      
FL	12111381204	14573195	19285570	5.627	7.446	27.5089083	-80.3189329                                                                                                                                     
FL	12111381300	9739633	25442767	3.76	9.824	27.4138356	-80.2759149                                                                                                                                       
FL	12111381401	9072942	4349300	3.503	1.679	27.390657	-80.313027                                                                                                                                         
FL	12111381402	26782283	3075	10.341	0.001	27.3933351	-80.3581501                                                                                                                                        
FL	12111381504	2688692	51535	1.038	0.02	27.3259877	-80.3417438                                                                                                                                          
FL	12111381505	5301835	0	2.047	0.	27.3275764	-80.3622844                                                                                                                                                
FL	12111381506	4225878	0	1.632	0.	27.3467039	-80.3646665                                                                                                                                                
FL	12111381507	12625179	137141	4.875	0.053	27.3538654	-80.3418862                                                                                                                                       
FL	12111381508	5272948	0	2.036	0.	27.3660598	-80.3655999                                                                                                                                                
FL	12111381602	9728831	266388	3.756	0.103	27.3327579	-80.3054539                                                                                                                                        
FL	12111381603	20040450	10069706	7.738	3.888	27.33142	-80.2901121                                                                                                                                       
FL	12111381604	2270571	166581	0.877	0.064	27.355224	-80.3018471                                                                                                                                         
FL	12111381605	6011610	226935	2.321	0.088	27.3644429	-80.3136333                                                                                                                                        
FL	12111381701	3413700	6022912	1.318	2.325	27.285175	-80.2107669                                                                                                                                        
FL	12111381702	7738801	27015800	2.988	10.431	27.332191	-80.236549                                                                                                                                       
FL	12111381802	3590938	40630	1.386	0.016	27.288633	-80.289707                                                                                                                                           
FL	12111381803	9363029	4981526	3.615	1.923	27.2806229	-80.2463326                                                                                                                                       
FL	12111381804	5277792	1495	2.038	0.001	27.2728873	-80.2700632                                                                                                                                          
FL	12111381900	12060911	3475359	4.657	1.342	27.2536484	-80.3043001                                                                                                                                      
FL	12111382007	4185606	0	1.616	0.	27.2838157	-80.3544746                                                                                                                                                
FL	12111382008	6401989	0	2.472	0.	27.3058465	-80.3615606                                                                                                                                                
FL	12111382009	4330330	0	1.672	0.	27.2801376	-80.3035359                                                                                                                                                
FL	12111382010	4913401	348360	1.897	0.135	27.2943017	-80.3097289                                                                                                                                        
FL	12111382011	2515378	286894	0.971	0.111	27.3137731	-80.3294943                                                                                                                                        
FL	12111382012	3691816	0	1.425	0.	27.3069115	-80.3412103                                                                                                                                                
FL	12111382013	2183767	0	0.843	0.	27.2944345	-80.336181                                                                                                                                                 
FL	12111382014	6003706	277589	2.318	0.107	27.2858482	-80.3282654                                                                                                                                        
FL	12111382015	3331761	214193	1.286	0.083	27.2684195	-80.3407295                                                                                                                                        
FL	12111382016	20874494	2584141	8.06	0.998	27.2238413	-80.3205866                                                                                                                                       
FL	12111382110	6650234	0	2.568	0.	27.2711968	-80.4053516                                                                                                                                                
FL	12111382112	8468144	0	3.27	0.	27.2164541	-80.3541775                                                                                                                                                 
FL	12111382114	5838482	0	2.254	0.	27.2362936	-80.3596186                                                                                                                                                
FL	12111382115	6724465	119312	2.596	0.046	27.2561771	-80.3634989                                                                                                                                        
FL	12111382116	5282125	0	2.039	0.	27.2143351	-80.3851476                                                                                                                                                
FL	12111382117	5158895	0	1.992	0.	27.2411336	-80.3942052                                                                                                                                                
FL	12111382118	5700397	0	2.201	0.	27.2500925	-80.4076178                                                                                                                                                
FL	12111382119	5188608	0	2.003	0.	27.2431008	-80.3828686                                                                                                                                                
FL	12111382120	4265233	0	1.647	0.	27.3035022	-80.403157                                                                                                                                                 
FL	12111382121	4981713	0	1.923	0.	27.3045863	-80.3838858                                                                                                                                                
FL	12111382122	10054728	0	3.882	0.	27.3260959	-80.3951752                                                                                                                                               
FL	12111382123	5292068	0	2.043	0.	27.3440014	-80.3940511                                                                                                                                                
FL	12111382124	4776796	0	1.844	0.	27.3605408	-80.3980268                                                                                                                                                
FL	12111382125	2774754	0	1.071	0.	27.3597238	-80.3831855                                                                                                                                                
FL	12111382126	73338535	209480	28.316	0.081	27.2478679	-80.4440324                                                                                                                                      
FL	12111382127	14878312	0	5.745	0.	27.3212891	-80.4274984                                                                                                                                               
FL	12111382128	4258911	148715	1.644	0.057	27.2827183	-80.4025216                                                                                                                                        
FL	12111382129	5988921	67311	2.312	0.026	27.2734013	-80.3648285                                                                                                                                         
FL	12111382130	2451608	0	0.947	0.	27.2834987	-80.3871567                                                                                                                                                
FL	12111382201	320571421	412020	123.773	0.159	27.5038053	-80.5464297                                                                                                                                    
FL	12111382202	622414246	17095	240.315	0.007	27.3358717	-80.5538719                                                                                                                                     
FL	12111980000	5915762	0	2.284	0.	27.4963123	-80.3655304                                                                                                                                                
FL	12111990000	0	182121527	0.	70.318	27.409519	-80.2310477                                                                                                                                              
FL	12113010100	833794136	3428575	321.93	1.324	30.8643545	-86.9273984                                                                                                                                    
FL	12113010200	394594625	5416908	152.354	2.091	30.8613522	-87.1893508                                                                                                                                   
FL	12113010301	11344140	35981	4.38	0.014	30.634709	-87.1459793                                                                                                                                          
FL	12113010302	69101707	461336	26.68	0.178	30.67896	-87.2246608                                                                                                                                         
FL	12113010303	124665902	1110038	48.134	0.429	30.7574358	-87.266102                                                                                                                                     
FL	12113010400	210064618	1625706	81.106	0.628	30.7557288	-87.0593323                                                                                                                                    
FL	12113010503	15702900	175481	6.063	0.068	30.6273806	-87.0910007                                                                                                                                       
FL	12113010504	18960373	255773	7.321	0.099	30.6518704	-87.1060262                                                                                                                                       
FL	12113010505	25388476	312675	9.803	0.121	30.6754542	-87.0386345                                                                                                                                       
FL	12113010506	41283243	150594	15.94	0.058	30.6864965	-87.0944276                                                                                                                                       
FL	12113010601	4516280	257209	1.744	0.099	30.6410709	-87.0451514                                                                                                                                        
FL	12113010602	5910070	389445	2.282	0.15	30.6190518	-87.0436753                                                                                                                                         
FL	12113010704	17932226	115696	6.924	0.045	30.6012505	-87.1134037                                                                                                                                       
FL	12113010705	11266733	7550065	4.35	2.915	30.5810713	-87.1714723                                                                                                                                       
FL	12113010707	47088850	5498413	18.181	2.123	30.6187977	-87.2109052                                                                                                                                     
FL	12113010708	12824063	20960	4.951	0.008	30.6109701	-87.1529565                                                                                                                                        
